objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-39328000	0	object/building/kashyyyk/thm_kash_rodian_bannerpole_s01.iff	0	0	195	0	1	0	0	0		$|
-640813740	0	object/tangible/collection/dancing_droid_05.iff	0	1945.58	3.60861	1668.06	1	0	0	0	systems.collections.consume_click	collection.slotName|4|col_dancing_droid_01:dancing_droid_05|$|
-1221779751	0	object/tangible/collection/storm_trooper_left_bicep.iff	0	1917.93	9.40404	1650.46	0.90687	0	0	-0.42141	systems.collections.consume_click	collection.slotName|4|col_storm_trooper_armor:storm_trooper_left_bicep|$|
-774325041	0	object/building/military/military_base_shed_imperial_style_cantina_s01.iff	0	1937	3	1666	1	0	0	0	planet_map.map_loc:theme_park.dungeon.generic_spawner	spawn_table|4|datatables/spawning/building_spawns/dant_imperial_outpost_cantina.iff|planetMap.category|4|cantina|portalLayoutCrc|0|-242217168|healing.canhealshock|0|1|safeLogout|0|1|$|
-1908401984	-774325041	object/cell/cell.iff	1	0	0	0	0	0	0	0		$|
-2093773463	-774325041	object/cell/cell.iff	2	0	0	0	0	0	0	0		$|
-555016066	-774325041	object/cell/cell.iff	3	0	0	0	0	0	0	0		$|
-1556862676	-555016066	object/tangible/space/content_infrastructure/ground_npc_spawner.iff	1	0	0.1	-5.7	1	0	0	0	space.content_tools.npc_spawner	$|
-1621582391	-774325041	object/cell/cell.iff	4	0	0	0	0	0	0	0		$|
-1668142224	-774325041	object/cell/cell.iff	5	0	0	0	0	0	0	0		$|
-1847828235	-774325041	object/cell/cell.iff	6	0	0	0	0	0	0	0		$|
-565923755	0	object/building/military/military_base_shed_imperial_style_bank_s01.iff	0	1883	3	1688	0.707107	0	0.707106	0	theme_park.dantooine.imperial_outpost.masterspawner	portalLayoutCrc|0|-242217168|$|
-1927376940	-565923755	object/cell/cell.iff	1	0	0	0	0	0	0	0		$|
-694282569	-565923755	object/cell/cell.iff	2	0	0	0	0	0	0	0		$|
-556911782	-565923755	object/cell/cell.iff	3	0	0	0	0	0	0	0		$|
-231542615	-565923755	object/cell/cell.iff	4	0	0	0	0	0	0	0		$|
-976317925	-565923755	object/cell/cell.iff	5	0	0	0	0	0	0	0		$|
-1960783934	-565923755	object/cell/cell.iff	6	0	0	0	0	0	0	0		$|
-879410635	0	object/tangible/terminal/terminal_bazaar.iff	0	1891.35	3	1683.16	0.707107	0	0.707106	0		$|
-1241413427	0	object/tangible/terminal/terminal_bank.iff	0	1890.91	3	1692.7	0.707107	0	0.707106	0		$|
-2079230854	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1890.27	3	1689.22	1	0	0	0		$|
-2083494600	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1947.84	3	1686.77	1	0	0	0		$|
-1946274642	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1924.92	3	1660.11	-0.382683	0	0.92388	0		$|
-1677962170	0	object/building/military/military_base_shed_imperial_style_hospital_01.iff	0	1955	3	1688	0.707107	0	-0.707106	0	planet_map.map_loc	planetMap.category|4|medicalcenter|portalLayoutCrc|0|-242217168|healing.canhealwound|0|1|$|
-1647848179	-1677962170	object/cell/cell.iff	1	0	0	0	0	0	0	0		$|
-1062241431	-1677962170	object/cell/cell.iff	2	0	0	0	0	0	0	0		$|
-854658269	-1677962170	object/cell/cell.iff	3	0	0	0	0	0	0	0		$|
-2090498086	-854658269	object/tangible/npc/dantooine_spawn/xaan_talmaron.iff	3	0.2	0.1	-3.9	1	0	0	0		$|
